title,price,image,buyUrl,viewUrl,category,brand,featured,Subcategory
TRAPSTAR DIAMOND CHAIN + PENDANT,$1.82,image1501.jpg,https://joyagoo.com/product/?shop_type=ali_1688&id=743505953997&ref=300004734,https://joyagoo.com/product/?shop_type=ali_1688&id=743505953997&ref=300004734,Jewelry,Trapstar,TRUE,
TRAPSTAR DIAMOND CHAIN + PENDANT,$1.82,image1487.jpg,https://joyagoo.com/product/?shop_type=ali_1688&id=743505953997&ref=300004734,https://joyagoo.com/product/?shop_type=ali_1688&id=743505953997&ref=300004734,Jewelry,Trapstar,FALSE,
CHROMEHEARTS BRACELET,$1.50,image1471.jpg,https://joyagoo.com/product/?shop_type=taobao&id=535661183265&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=535661183265&ref=300004734,Jewelry,Unknown,FALSE,
"louis vuitton bracelet
(comes w/ box!)",$13,image1484.jpg,https://joyagoo.com/product/?shop_type=ali_1688&id=692106754620&ref=300004734,https://joyagoo.com/product/?shop_type=ali_1688&id=692106754620&ref=300004734,Jewelry,Louis Vuitton,FALSE,
DIAMOND BRACELET,$7.40,image1511.jpg,https://joyagoo.com/product/?shop_type=taobao&id=705858235929&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=705858235929&ref=300004734,Jewelry,Unknown,FALSE,
DIAMOND BRACELET,$7.40,image1482.jpg,https://joyagoo.com/product/?shop_type=taobao&id=705858235929&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=705858235929&ref=300004734,Jewelry,Unknown,TRUE,
PRADA,$14,image1480.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7273742007&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7273742007&ref=300004734,Accessories,Prada,FALSE,Uncategorized
"GOYARD BAGS
(ALL COLORWAYS!)",$18,image1486.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7285258206&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7285258206&ref=300004734,Bags & Backpacks,Unknown,FALSE,
LOUIS VUITTON BAG,$7.10,image1566.jpg,https://joyagoo.com/product/?shop_type=ali_1688&id=641473683879&ref=300004734,https://joyagoo.com/product/?shop_type=ali_1688&id=641473683879&ref=300004734,Bags & Backpacks,Louis Vuitton,FALSE,
GUCCI BAG,$11.10,image1497.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7236987390&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7236987390&ref=300004734,Bags & Backpacks,Gucci,FALSE,
GUCCI BAG,$11.10,image1504.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7236987390&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7236987390&ref=300004734,Bags & Backpacks,Gucci,FALSE,
GUCCI BAG,$11.10,image1498.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7236987390&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7236987390&ref=300004734,Bags & Backpacks,Gucci,FALSE,
BAPE DUFFEL BAG,$5.50,image1505.jpg,https://joyagoo.com/product/?shop_type=taobao&id=670444542595&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=670444542595&ref=300004734,Bags & Backpacks,BAPE,FALSE,
COACH WALLETS,$12,image1470.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249909392&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249909392&ref=300004734,Accessories,Unknown,FALSE,Wallets & Small Accessories
GUCCI WALLETS *HIGH QUALITY*,$35,image1476.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249910224&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249910224&ref=300004734,Accessories,Gucci,FALSE,Wallets & Small Accessories
GUCCI MESSENGER BAG BEIGE,$35,image1473.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248944069&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248944069&ref=300004734,Bags & Backpacks,Gucci,FALSE,
GUCCI BELT BAG,$29,image1472.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248934227&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248934227&ref=300004734,Bags & Backpacks,Gucci,FALSE,
GUCCI BELT BAG,$48,image1499.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7254015980&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7254015980&ref=300004734,Bags & Backpacks,Gucci,FALSE,
BURBERRY SHOULDER CROSSBODY BAG,$28,image1485.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249914248&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249914248&ref=300004734,Bags & Backpacks,Burberry,FALSE,
DIOR WALLETS *HIGH QUALITY*,$48,image1479.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7253956532&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7253956532&ref=300004734,Accessories,Dior,FALSE,Wallets & Small Accessories
DIOR WALLETS *HIGH QUALITY*,$48,image1493.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7253813560&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7253813560&ref=300004734,Accessories,Dior,FALSE,Wallets & Small Accessories
DIOR SLING BAGS,$34,image1488.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248979751&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248979751&ref=300004734,Bags & Backpacks,Dior,FALSE,
DIOR CROSSBODY BAG,$35,image1514.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7252890491&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7252890491&ref=300004734,Bags & Backpacks,Dior,FALSE,
CARHARTT CROSSBODY BAG,$7,image1483.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249863532&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249863532&ref=300004734,Bags & Backpacks,Carhartt,FALSE,
computer bag,$32,image1491.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7274722588&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7274722588&ref=300004734,Bags & Backpacks,Unknown,FALSE,
CARHARTT BACKPACKS,$7,image1489.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248932249&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248932249&ref=300004734,Bags & Backpacks,Carhartt,FALSE,
BAPE BAGPACKS,$17,image1500.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248896601&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248896601&ref=300004734,Bags & Backpacks,BAPE,FALSE,
LV DUFFLE BAG,$43,image1490.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249967724&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249967724&ref=300004734,Bags & Backpacks,Unknown,FALSE,
LV WALLETS *HIGH QUALITY*,$19,image1509.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249973712&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249973712&ref=300004734,Accessories,Unknown,FALSE,Wallets & Small Accessories
LV TRIO MESSENGER BAGS *HIGH QUALITY*,$35,image1492.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248934177&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248934177&ref=300004734,Bags & Backpacks,Unknown,FALSE,
LV COIN PURSE,$12,image1495.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249890618&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249890618&ref=300004734,Accessories,Unknown,FALSE,Wallets & Small Accessories
LV CROSSBODY BAG,$31,image1494.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7252857485&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7252857485&ref=300004734,Bags & Backpacks,Unknown,TRUE,
LV CROSSBODY BAG,$41,image1496.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7253881256&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7253881256&ref=300004734,Bags & Backpacks,Unknown,FALSE,
LV CROSSBODY BAG,$14,image1525.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7253899054&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7253899054&ref=300004734,Bags & Backpacks,Unknown,FALSE,
LV CROSSBODY BAG,$53,image1515.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7253007829&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7253007829&ref=300004734,Bags & Backpacks,Unknown,FALSE,
LV DUFFLE BAG,$52,image1522.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249950054&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249950054&ref=300004734,Bags & Backpacks,Unknown,FALSE,
LV DUO HANDBAG,$39,image1507.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248898693&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248898693&ref=300004734,Bags & Backpacks,Unknown,FALSE,
LV MULTIPURPOSE BAGPACK,$47,image1512.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249977762&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249977762&ref=300004734,Bags & Backpacks,Unknown,FALSE,
GOYARD CARDHOLDERS,$11,image1523.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248961955&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248961955&ref=300004734,Accessories,Unknown,FALSE,Wallets & Small Accessories
GOYARD WALLETS,$11,image1533.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248961955&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248961955&ref=300004734,Accessories,Unknown,FALSE,Wallets & Small Accessories
GOYARD CROSSBODY BAG,$35,image1526.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248910163&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248910163&ref=300004734,Bags & Backpacks,Unknown,FALSE,
GOYARD CROSSBODY BAG,$42,image1529.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7253016019&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7253016019&ref=300004734,Bags & Backpacks,Unknown,FALSE,
GOYARD CROSSBODY BAG,$34,image1510.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7252958503&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7252958503&ref=300004734,Bags & Backpacks,Unknown,FALSE,
GOYARD DUO HANDBAG,$22,image1502.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7253819000&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7253819000&ref=300004734,Bags & Backpacks,Unknown,FALSE,
GOYARD Cosmetic Bag,$20,image1503.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7252851529&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7252851529&ref=300004734,Bags & Backpacks,Unknown,FALSE,
GOYARD DUFFLE TRAVEL BAGS,$34,image1518.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249890714&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249890714&ref=300004734,Bags & Backpacks,Unknown,FALSE,
PRADA Underarm Bag,$34,image1506.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7252871449&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7252871449&ref=300004734,Bags & Backpacks,Prada,FALSE,
ESSENTIALS  BAGPACKS,$10,image1508.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249738807&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249738807&ref=300004734,Bags & Backpacks,Essentials,FALSE,
ESSENTIALS DUFFLE BAG,$10,image1531.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248961971&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248961971&ref=300004734,Bags & Backpacks,Essentials,TRUE,
NIKE HOOPS ELITE PRO BAGPACKS,$11,image1517.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249910302&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249910302&ref=300004734,Bags & Backpacks,Nike,FALSE,
TRAPSTAR MESSENGER BAG,$6,image1516.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248995669&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248995669&ref=300004734,Bags & Backpacks,Trapstar,FALSE,
LV WOMENS HANDBAG ,$48,image1521.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7253856636&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7253856636&ref=300004734,Bags & Backpacks,Unknown,TRUE,
LV HANDBAG,$46,image1513.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7252924673&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7252924673&ref=300004734,Bags & Backpacks,Unknown,FALSE,
LV ONTHEGO HANDBAG,$35,image1532.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7253832782&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7253832782&ref=300004734,Bags & Backpacks,Unknown,FALSE,
